video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
jUDOYB7wdKo,Nick Eh 30 VS 100 Nick Eh 30's!,Nick Eh 30 VS 100 Nick Eh 30's!,2024-11-25T22:00:27Z,UCqg3BHb31w2h77vFuTFmp2w,CouRage Gaming,20,[],PT16M35S,hd,false,733587,19798,0,0,652
UQcrccAjMBg,"DRAKE WENT TO THE FEDS ON KENDRICK! |  HE SUES UMG AND SPOTIFY OVER ""NOT LIKE US"" !","DRAKE WENT TO THE FEDS ON KENDRICK! |  HE SUES UMG AND SPOTIFY OVER ""NOT LIKE US"" !",2024-11-26T04:28:07Z,UCKUCm3FepRrl-VKhq0Wwajg,No Life Shaq,24,"['Nolifeshaq reactions', 'hip hop reactions', 'music', 'drake sues umg', 'drake sues label', 'drake sues spotify', 'drake sues universal', 'drake sues record label', 'drake sues umg akademiks', 'kendrick lamar not like us', 'kendrick lamar squabble up', 'kendrick lamar new album', 'kendrick lamar tv off', 'kendrick lamar reincarnated', 'kendrick lamar gnx', 'kendrick lamar']",PT8M31S,hd,false,542501,25135,0,0,7436
azXYPL7aq_k,I Built a SECRET Soccer Field in My Room,I Built a SECRET Soccer Field in My Room,2024-11-24T17:07:17Z,UCja7QUMRG9AD8X2F_vXFb9A,The Royalty Family,22,"['The Royalty Family', 'Royalty Family', 'Andrea Espada', 'Family Friendly', 'Royalty', 'Royal Family', 'The Royal Family', 'Royalty Fam', 'The Royalty Fam', 'Realty Family', 'Roti Family', 'Family Vlog', 'royalty family', 'royalty', 'royal', 'royalty fam', 'Ali andrea', 'Andrea ali', 'royalty gaming', 'royalty baby', 'challenge', 'Jordan matter', 'Rebecca zamolo', '24 hours', 'we survived', 'survived', 'our sons big accident', 'I built', 'built', 'I built a secret soccer field in my room', 'soccer field', 'secret', 'in my room']",PT27M11S,hd,false,4021319,57259,0,0,34418
YMREv2DOvwA,When VAN HELSING put DRACULA in a coffin after becoming a WEREWOLF,When VAN HELSING put DRACULA in a coffin after becoming a WEREWOLF,2024-11-25T22:09:56Z,UCyGf2tZ8oRri9fIwGaOeppA,BlankBoy,17,"['van helsing', 'van helsing dracula', 'van helsing vs dracula', 'van helsing clip', 'van helsing scene', 'van helsing hugh jackman', 'van helsing frankenstein', 'dracula', 'dracula vs van helsing', 'van helsing igor', 'van helsing dracula death', 'van helsing dracula scene', 'van helsing werewolf', 'van helsing fight', 'van helsing dracula vs werewolf', 'van helsing 2004', 'van helsing werewolf vs dracula', 'van helsing final battle', 'van helsing final battle with dracula', 'werewolf vs van helsing', 'werewolf']",PT31M34S,hd,false,224202,15773,0,0,762
_orF3gNxqLA,Fortnite's *FREE* JUICE WRLD SKIN NOW AVAILABLE! (How to Unlock),Fortnite's *FREE* JUICE WRLD SKIN NOW AVAILABLE! (How to Unlock),2024-11-25T14:58:37Z,UCsnGeV10a723yPypUtOJPiQ,oShven,20,"['fortnite', 'fortnite item shop', 'fortnite juice wrld', 'fortnite how to unlock juice wrld', 'fortnite juice wrld skin', 'fortnite new update', 'fortnite news', 'fortnite update', 'fortnite juice wrld skin free', 'fortnite juice wrld event', 'fortnite free skin', 'juice wrld', 'fortnite travis scott', 'fortnite how to', 'juice', 'wrld', 'oShven']",PT8M28S,hd,false,441890,4705,0,0,1475
43wNvGZAIWU,HUGE STITCH CHRISTMAS HAUL!! | Louie’s Life,HUGE STITCH CHRISTMAS HAUL!! | Louie’s Life,2024-11-25T21:15:22Z,UCZDdF_p-L88NWVpzF0vjvMQ,Louie's Life,24,"['christmas', 'Christmas haul', 'christmas decor', 'decor', 'decorations', 'christmas decorations', 'haul', 'huge haul', 'christmas huge haul', 'shopping', 'christmas shopping', 'stitch', 'stitchmas', 'christmas stitch', 'stitch decor', 'stitch finds', 'disney', 'disneyland', 'disney finds', 'louie', 'louie castro', 'Louies life', 'louie decor', 'louie christmas decor', 'louie decorating', 'louie and parents']",PT34M19S,hd,false,166407,11591,0,0,664
0VW3HQmjntw,How To Get juice wrld Skin in fortnite Now (Free Slayer juice wrld skin),How To Get juice wrld Skin in fortnite Now (Free Slayer juice wrld skin),2024-11-25T14:18:52Z,UCpXUOuklbTvb2SX8sTWlzHQ,Fortnite Events,20,['when is juice wrld coming to fortnite'],PT54S,hd,false,374789,3564,0,0,533
Aja2KfuoqGA,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,2024-11-16T05:56:22Z,UCiWLfSweyRNmLpgEHekhoAg,ESPN,17,"['mike tyson', 'mike tyson highlights', 'jake paul highlights', 'mike tyson jake paul', 'jake paul mike tyson', 'mike tyson espn', 'mike tyson espn ringside', 'mike tyson vs jake paul highlights', 'jake paul vs mike tyson highlights', 'espn ringside', 'mike tyson boxing', 'jake paul boxing', 'boxing jake paul', 'boxing mike tyson', 'iron mike tyson', 'mike tyson loss vs jake paul', 'jake paul beats mike tyson', 'espn ringside jake paul']",PT2M35S,hd,false,34143808,265245,0,0,54755
FQ7to17KRPA,How to Get JUICE WRLD SKIN in Fortnite (NOW),How to Get JUICE WRLD SKIN in Fortnite (NOW),2024-11-25T19:10:54Z,UCPIzPN_V3Wk2KN5wIK3Kwsg,gattu,20,"['How to Get the JUICE WRLD SKIN in Fortnite', 'How to Get JUICE WRLD SKIN in Fortnite', 'fortnite', 'fortnite juice wrld', 'juice wrld fortnite', 'fortnite juice wrld skin', 'juice wrld skin', 'juice wrld skin fortnite', 'how to get juice wrld', 'how to get juice wrld in fortnite', 'how to get juice wrld skin in fortnite', 'how to get juice wrld skin for free in fortnite', 'juice wrld free skin', 'juice wrld concert', 'juice wrld event', 'juice wrld exotic', 'fortnite update', 'new', 'how to unlock juice wrld']",PT3M20S,hd,false,595361,5771,0,0,636
INQlQYEjpQo,Kendrick Lamar's New Album Changes Everything....,Kendrick Lamar's New Album Changes Everything....,2024-11-25T03:55:53Z,UCg8xaLuLPSqDki04Ulo2ywg,Louaista,10,"['louaista', 'documentaries', 'hip hop', 'kendrick lamar', 'gnx album', 'kendrick gnx', 'wacced out murals', 'kendrick lamar mural', 'kendrick lamar new album', 'kendrick lamar drake diss', 'drake diss', 'drake', 'ovo', 'not like us', 'kendrick lamar diss track', 'kdot', 'dody6', 'roddy ricch']",PT22M35S,hd,false,1091929,39078,0,0,3883
hLrM3VqNruc,Happy 5 Years! Recording the Helluva Boss Pilot,Happy 5 Years! Recording the Helluva Boss Pilot,2024-11-25T18:00:33Z,UCzfyYtgvkx5mLy8nlLlayYg,Vivziepop,1,"['Vivziepop', 'Zoophobia']",PT11M40S,hd,false,725735,95019,0,0,3927
aGXQR_dll1U,IMPOSSIBLE Minecraft - Episode 1,IMPOSSIBLE Minecraft - Episode 1,2024-11-26T17:00:01Z,UCR9Gcq0CMm6YgTzsDxAxjOQ,Grian,20,"['Minecraft', 'Grian', 'grian', 'mincraft', 'tutorial', 'yt:quality=high', 'minecraft', 'ideas', 'build', 'impossible minecraft']",PT19M58S,hd,true,1047103,92912,0,0,3378
G05856RuL0I,Baltimore Ravens vs. Los Angeles Chargers Game Highlights | NFL 2024 Season Week 12,Baltimore Ravens vs. Los Angeles Chargers Game Highlights | NFL 2024 Season Week 12,2024-11-26T04:36:21Z,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,17,[],PT11M25S,hd,true,1749832,21815,0,0,1784
lPpI57crWBk,Top 10 Costco Black Friday Deals 2024,Top 10 Costco Black Friday Deals 2024,2024-11-24T19:00:59Z,UC5Qbo0AR3CwpmEq751BIy0g,The Deal Guy,28,"['the deal guy', 'costco', 'costco store', 'costco shopping', 'costco shop with me', 'costco shopping secrets', 'costco canada', 'costco deals', 'costco 2024', '2024 costco', 'what to buy at costco', '10 things you should buy at costco', 'best things costco', 'costco shopping 2024', 'new at costco', 'costco black friday 2024', 'costco black friday', 'black friday costco', 'black friday costco 2024', 'black friday deals 2024', 'black friday deals 2024 costco', 'black friday', 'black friday 2024', '2024 black friday']",PT15M56S,hd,true,1870504,56613,0,0,990
IC32zBGdJok,Why The US is Struggling to Return to the Moon,Why The US is Struggling to Return to the Moon,2024-11-25T18:00:14Z,UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering,28,"['engineering', 'science', 'technology', 'education', 'history', 'real']",PT19M55S,hd,true,652667,19818,0,0,3888
gBYkA__THmk,"Drake Files Unprecedented Petition Against UMG Over ""Not Like Us""","Drake Files Unprecedented Petition Against UMG Over ""Not Like Us""",2024-11-26T00:40:13Z,UCMF7C3hqyVA4bvTb0x0cdHw,The Company Man,24,"['Hip Hop', 'Rap', 'Justin Hunte', 'News', 'Music Business', 'The Company Man', 'HipHopDX', 'Rap Beef', 'All Out Show', 'Rude Jude', 'Fun', 'Rhymes', 'Entertainment', 'History', 'Breakdown', 'Break Down', 'Conversations', 'Discussion', 'Podcast', 'Think Piece', 'SiriusXM', 'Shade45', 'reactions to songs', 'reactions', 'company man', 'thecompanyman', 'the company man podcast', 'the company man reaction', 'justin hunte reaction', 'justin hunte the company man', 'hip hop reaction', 'Drake', 'Not Like Us', 'UMG', 'Kendrick Lamar']",PT18M20S,hd,false,94083,6060,0,0,2385
0SerEuqAlAA,I built a MODERN apple iPod...,I built a MODERN apple iPod...,2024-11-25T17:00:01Z,UCqxM9T6ksiOVKIkb88S2r7Q,Zac Builds,26,"['diy', 'woodworking', 'building', 'build', 'diyproject', 'construction', 'woodcraft', 'craft', 'builds', 'ipod classic usb c mod', 'ipod classic 5.5', 'ipod classic 5th generation', 'ipod classic battery replacement', 'ipod classic 2024', 'ipod classic rockbox', 'custom ipod classic', 'ipod classic', 'custom ipod', 'custom ipod classic bluetooth', 'custom ipod spotify', 'custom ipod software', 'ipod classic bluetooth mod', 'ipod classic mod', 'ipod upgrade', 'ipod bluetooth', 'ipod battery', 'ipod sd card', 'ipod memory', 'ipod storage']",PT24M43S,hd,true,431091,21060,0,0,1400
QxyLJ8Ao93I,Testing Crazy Catnip Products!,Testing Crazy Catnip Products!,2024-11-25T17:00:23Z,UCq4qiifOaFGW3a2oljSfxUg,Half-Asleep Chris,22,[],PT8M46S,hd,true,363387,10321,0,0,1281
CuDccPQMXlE,Leno Drives Legendary 1969 Camaro Z28 Rally Sport with an Incredible Backstory! | Jay Leno's Garage,Leno Drives Legendary 1969 Camaro Z28 Rally Sport with an Incredible Backstory! | Jay Leno's Garage,2024-11-25T17:00:07Z,UCQMELFlXQL38KPm8kM-4Adg,Jay Leno's Garage,2,"['Jay Leno’s Garage', '1969 Camaro Z28', 'Camaro Rally Sport', 'classic cars', 'muscle cars', 'vintage cars', 'car restoration', 'Barrett-Jackson auction', 'Glenn Stearns Camaro', 'Chevrolet Camaro Z28', 'pony cars', 'American muscle cars', 'first-generation Camaro', 'Camaro history', 'Jay Leno drives Camaro', 'iconic cars', 'car enthusiasts', 'automotive stories', 'legendary cars']",PT18M16S,hd,false,238725,8322,0,0,1075
3C1n5lqGdmY,KISSIK Lyrical Video | Pushpa 2 The Rule | Allu Arjun | Sukumar | Sreeleela | DSP,KISSIK Lyrical Video | Pushpa 2 The Rule | Allu Arjun | Sukumar | Sreeleela | DSP,2024-11-24T14:33:09Z,UCnJjcn5FrgrOEp5_N45ZLEQ,T-Series Telugu,10,"['Telugu songs new', 'Tollywood songs 2024', 'Telugu movies 2024', 'tseries', 'KISSIK Lyrical Video', 'KISSIK Lyrical Video allu arjun', 'KISSIK Lyrical Video sreeleela', 'KISSIK Video sreeleela and allu arjun', 'allu arjun and sreeleela', 'kissik Video pushpa 2', 'pushpa 2 the rule', 'pushpa 2 the rule kissik Video', 'kissik Lyrical Video pushpa 2 the rule', 'kissik Video allu arjun', 'allu arjun New Song', 'sreeleela New Song', 'sreeleela Dance Song', 'Pushpa 2 the Rule New Song', 'kissing song video new']",PT4M11S,hd,false,34560494,560563,0,0,26249
d3mqW9wqqx0,izna 'IZNA' MV,izna 'IZNA' MV,2024-11-25T09:00:07Z,UCfbYNlxgLuKJXQZEhkMmaCQ,izna (이즈나),22,"['izna', '이즈나', 'WAKEONE', '웨이크원', '걸그룹', '아이돌', 'IDOL', 'Kpop', '케이팝', 'I LAND', '아이랜드']",PT2M56S,hd,true,19447344,233878,0,0,20228
jBTxWse2T08,"FREE JUICE WRLD SKIN OUT EARLY in Fortnite! (How to Get it, REWARDS, NEW UPDATE)","FREE JUICE WRLD SKIN OUT EARLY in Fortnite! (How to Get it, REWARDS, NEW UPDATE)",2024-11-26T02:12:06Z,UCsnGeV10a723yPypUtOJPiQ,oShven,20,"['fortnite', 'fortnite juice wrld', 'fortnite item shop', 'how to get free juice wrld skin in fortnite', 'juice wrld free skin', 'fortnite how to unlock juice wrld', 'fortnite juice wrld skin', 'fortnite new update', 'fortnite news', 'fortnite update', 'fortnite juice wrld skin free', 'fortnite juice wrld event', 'fortnite free skin', 'juice wrld', 'fortnite travis scott', 'fortnite how to', 'juice', 'wrld', 'oShven']",PT8M10S,hd,false,132212,2410,0,0,1032
3zx1PwFXFdQ,"Season 1 Reveal, Gameplay Preview & Ranked Resets | Dev Update - League of Legends","Season 1 Reveal, Gameplay Preview & Ranked Resets | Dev Update - League of Legends",2024-11-25T16:00:03Z,UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,20,"['Riot Games', 'Riot', 'League of Legends', 'League', 'LoL', 'MOBA', 'Dev update', 'league of legends', 'Season One 2025', 'Atakhan', 'Ranked resets']",PT15M11S,hd,true,939245,38339,0,0,3283
8BbNd_LDHDA,Nightmare on Reroll Street: Part 2 | Into the Arcane Launch Cinematic - Teamfight Tactics,Nightmare on Reroll Street: Part 2 | Into the Arcane Launch Cinematic - Teamfight Tactics,2024-11-25T14:05:00Z,UCiVO_mThS9B3tNc_kzpn-3g,Teamfight Tactics,20,"['tft', 'teamfight tactics', 'team fight', 'little legend', 'tactician', 'chibi champion', 'set', 'auto battle', 'auto chess', 'league of legends', 'arcane', 'netflix', 'season 2', 'whisker', 'molediver', 'pengu', 'furyhorn', 'choncc', 'black rose', 'vander', 'silco', 'jinx', 'powder', 'vi', 'violet', 'renni', 'jayce', 'singed', 'ekko', 'scar', 'firelight', 'piltover', 'zaun', 'undercity', 'bridge', 'mel medarda', 'viktor', 'warwick', 'hexcore']",PT1M49S,hd,true,2509857,37398,0,0,1168
1gM7yMvwut0,Town Hall 17 & New Hero | Clash of Clans November Update,Town Hall 17 & New Hero | Clash of Clans November Update,2024-11-25T10:03:23Z,UCD1Em4q90ZUK2R5HKesszJg,Clash of Clans,20,"['clash of clans', 'COC', 'Clash of Clans Gameplay', 'Clash of Clans Strategy', 'Clash of Clans Animation', 'Clash of Clans Commercial', 'Clash of Clans Attacks', 'Clash of Clans Town Hall', 'Hog Rider', 'PEKKA', 'Clan Wars', 'season challenges', 'clan war leagues', 'clash on', 'clan game', 'clan games', 'clash-a-rama', 'clasharama', 'town hall 17', 'th17', 'town hall', 'november update', 'new troop', 'new spell', 'new hero', 'minion prince']",PT8M33S,hd,true,4991744,138139,0,0,8458
JydSNTZI57c,Larray Finds Quenlin Blackwell Love on The Button | Cut,Larray Finds Quenlin Blackwell Love on The Button | Cut,2024-11-24T16:00:14Z,UCbaGn5VkOVlcRgIWAHcrJKA,Cut,24,"['Cut', 'Watch Cut', 'people', 'people videos', 'storytelling', 'relationships', 'Dating', 'Interviews', 'Firsts', 'couples', 'exes', 'love', 'Kids Try', 'games', 'challenges', 'Ethnic groups', 'People Interviews', 'Dares', 'Truth or Dare', '100 ways', 'blind dates', '100 people', 'experiments', '#tbt', 'party games', 'Truth or Drink', 'HiHo Kids', 'Hiho', 'college', '100 YOB', '100 Years of Beauty']",PT29M1S,hd,false,960889,55075,0,0,2369
kZRSiQameQc,Unstoppable CR7! | Al Gharafa SC (QAT) - Al Nassr (KSA) | Highlights | AFC Champions League Elite™,Unstoppable CR7! | Al Gharafa SC (QAT) - Al Nassr (KSA) | Highlights | AFC Champions League Elite™,2024-11-25T21:21:55Z,UCnj0TjaM0wyxkAWW_nz8_1g,The AFC Hub,17,"['2024/25', 'ACL', 'AFC', 'AFC Champions League Elite™', 'Al Gharafa SC', 'Al Nassr', 'Asian Football Confederation', 'Champions League', 'Elite', 'Football Asia', 'Football highlights', 'Highlights', 'asian football']",PT4M18S,hd,false,2667092,58879,0,0,1464
HI81otLtElg,SHOCKING ROUND 1 AT WORLD CHAMPIONSHIP,SHOCKING ROUND 1 AT WORLD CHAMPIONSHIP,2024-11-25T13:42:38Z,UCweCc7bSMX5J4jEH7HFImng,GMHikaru,20,"['Hikaru Nakamura', 'magnus carlsen', 'hikaru chess commentary', 'chess tournament', 'master chess moves', 'levy rozman', 'chess openings for white', 'chess openings for black', 'chess openings gothamchess', 'bongcloud', 'bongcloud speedrun', 'gothamchess', 'levy', 'gotham', 'hans', 'niemann', 'hans niemann', 'kramnik', 'cheating in chess', 'cheating chess', 'cheating', 'world chess championship', 'wcc', 'wcc 2024', 'championship 2024', 'gukesh vs ding', 'gukesh', 'ding', 'gukesh v ding', 'gukesh ding', 'ding gukesh', 'ding liren', 'liren ding']",PT25M,hd,false,413342,16431,0,0,1408
rzfS90MLD-E,CAN WE WIN THE TOURNAMENT? THE 7 ASIDE CUP,CAN WE WIN THE TOURNAMENT? THE 7 ASIDE CUP,2024-11-25T19:56:33Z,UCb-JBVeZwzsxBedIXl8OplA,5IVE GUYS FC,17,"['5iveguysfc', '5iveguys', 'fiveguys', '5ive guys', 'five guys', 'five guys fc', 'fiveguysfc', '5ive guys fc', '5 guys fc', '5 guys', '5guys', '5 aside football', '5iveguys slide tackles', '5iveguys fights', '5iveguysfc fights', '5ive guys fc oakwood', '5ive guys fc division 1', 'sweet chilli', '5ive guys fc sweet chilli', 'top of the league', 'volkan', 'volkan 5guys', '5ive guys volkan', 'WE PLAYED THE WEIRDEST TEAM YET!', '5iveguys bongo boys', 'bongo boys', 'Tournament', '5iveguys tournament', 'tournament 5ive guys']",PT32M56S,hd,false,413038,15516,0,0,3786
jcVNa1Jz8To,Kendrick Lamar - SQUABBLE UP BREAKDOWN? & REACTION,Kendrick Lamar - SQUABBLE UP BREAKDOWN? & REACTION,2024-11-25T20:23:10Z,UC9gn1WzruIOksNgdEvQucjg,JayBlac,24,"['Kendrick Lamar', 'Drake', 'Not Like Us', 'Superbowl', 'Super Bowl LIX. New Orleans. February 2025. #AppleMusicHalftime', 'Zias', 'Kendrick Lamar. Super Bowl LIX Halftime Show', 'Directed by: Dave Free', 'Eminem', 'NoLifeShaq', 'Jayblac', 'Kendrick Lamar - Not Like Us', 'J Cole', 'Kendrick Lamar - reincarnated (Official Audio)', 'Kendrick Lamar - wacced out murals (Official Audio)', 'GNX', 'squabble up']",PT10M42S,hd,false,115186,5893,0,0,898
HnGRgt3V2ko,Bishop T.D. Jakes suffers health incident after delivering sermon,Bishop T.D. Jakes suffers health incident after delivering sermon,2024-11-24T23:45:43Z,UCxMXl9L79X1Mq_4iwCOyPFg,CBS TEXAS,25,['CBS 11 News Mid-day'],PT1M31S,hd,false,339311,1952,0,0,1308
25bb8H0MOEM,The World’s Most Expensive Gym Membership ($10k/month),The World’s Most Expensive Gym Membership ($10k/month),2024-11-24T15:00:01Z,UCB2wtYpfbCpYDc5TeTwuqFA,Will Tennyson,22,[],PT25M13S,hd,false,2687748,70459,0,0,4183
aXhDkAhgoCM,Australia v India 2024-25 | First Test | Day Four,Australia v India 2024-25 | First Test | Day Four,2024-11-25T09:00:03Z,UCkBY0aHJP9BwjZLDYxAQrKg,cricket.com.au,17,['ausvind'],PT8M3S,hd,false,11300411,166929,0,0,3858
HmdG66dtnNM,Guess The Fake Athlete!,Guess The Fake Athlete!,2024-11-25T22:03:00Z,UCQIUhhcmXsu6cN6n3y9-Pww,Jesser,17,"['jesser', 'guess the pro', 'guess the fake athlete', 'guess the odd one out', 'odd one out', 'guess the secret nba player', 'secret nba player', 'guess the', 'guess that', 'guess the pro basketball player', 'guess that pro', 'basketball player', 'basketball', 'fake vs pro', 'guess the pro soccer player', 'guess the pro football player']",PT31M39S,hd,true,1015668,23580,0,0,893
jek9RyKqmlE,Australia v India 2024-25 | First Test | Day Three,Australia v India 2024-25 | First Test | Day Three,2024-11-24T11:00:55Z,UCkBY0aHJP9BwjZLDYxAQrKg,cricket.com.au,17,['ausvind'],PT8M2S,hd,false,11904697,200113,0,0,5220
xdLODs1bFxY,JUICE WRLD *FREE* Skin is OUT NOW!,JUICE WRLD *FREE* Skin is OUT NOW!,2024-11-25T10:22:17Z,UCIeZnTPkQL2wwiGJ1iqJMyA,FriendlyMachine,20,"['fortnite', 'battle royale', 'fortnite trailer', 'update', 'trailer', 'battle pass', 'new fortnite update', 'live event', 'live', 'fortnite live event', 'remix', 'leaks', 'mythic weapons', 'juice wrld', 'juice wrld fortnite', 'juice wrld skin', 'remix finale event', 'juice wrld location', 'juice wrld landmark', 'juice wrld event', 'skin', 'juice', 'wrld', 'reward', 'juice wrld update', 'juice wrld mythic', 'countdown', 'unlock', 'free skin', 'new', 'snoop dogg', 'remix finale', 'chapter 6', 'chapter 6 fortnite', 'juice wrld free skin', 'chapter 6 trailer']",PT12M8S,hd,false,574027,7826,0,0,1505
DesF9ikQgHQ,TRYING VIRAL TIKTOK SNACKS because i dont care for my health...,TRYING VIRAL TIKTOK SNACKS because i dont care for my health...,2024-11-24T20:00:04Z,UCAPw1N3BiVWTW6T-I2ReBWg,courtreezy,23,[],PT26M50S,hd,false,467308,32899,0,0,1398
sNd1-1GjMDY,Race Highlights | 2024 Las Vegas Grand Prix,Race Highlights | 2024 Las Vegas Grand Prix,2024-11-24T08:56:28Z,UCB_qr75-ydFVKSF9Dmo6izg,FORMULA 1,17,"['F1', 'Formula One', 'Formula 1', 'Sports', 'Sport', 'Action', 'GP', 'Grand Prix', 'Auto Racing', 'Motor Racing', 'lvgp', 'las vegas', 'george russell', 'lewis hamilton', 'max verstappen', 'lando norris', 'mercedes', 'red bull racing', 'wdc']",PT8M15S,hd,false,5950356,132092,0,0,4337
vCqZQOqUiqo,Happy Wheels in 2024 is crazy..,Happy Wheels in 2024 is crazy..,2024-11-24T17:00:49Z,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,20,"['pewdiepie', 'pewds', 'pewdie']",PT21M50S,hd,false,1810907,148169,0,0,6651
Lot0Aq-loms,My Birth Defect,My Birth Defect,2024-11-23T17:00:27Z,UC2hm5rD_IrfYRMfq5YQudgA,Haminations,23,['Haminations'],PT9M18S,hd,false,3213038,126247,0,0,24137
JulHGThFYbc,Kendrick Perkins CALLS OUT Jamal Murray to HELP OUT Jokic! 😤 Concerns in Denver?! 👀 | First Take,Kendrick Perkins CALLS OUT Jamal Murray to HELP OUT Jokic! 😤 Concerns in Denver?! 👀 | First Take,2024-11-26T16:21:53Z,UCVSSpcmZD2PwPBqb8yKQKBA,NBA on ESPN,17,"['Stephen A. Smith', 'Stephen A.', 'Stephen A. Smith First Take', 'First Take', 'First Take ESPN', 'First Take Stephen A. Smith', 'First Take Stephen A.', 'Stephen A Smith', 'Stephen A Smith First Take', 'Stephen A First Take', 'Stephen A. Vs Shannon Sharpe', 'Shannon Sharpe', 'Shannon Sharpe First Take', 'Molly Qerim', 'Molly Qerim First Take', 'ESPN First Take', 'denever nuggets', 'denver nuggets', 'nuggets', 'nikola jokic', 'nba on espn', 'nba season', 'nba', 'denver nuggets media', 'new york knicks', 'jamal murray']",PT10M46S,hd,false,352710,3516,0,0,1361
hWI6gUAPtcg,Man City 0-4 Tottenham Hotspur | Premier League Highlights | Spurs THRASH Champions at Etihad,Man City 0-4 Tottenham Hotspur | Premier League Highlights | Spurs THRASH Champions at Etihad,2024-11-23T21:45:02Z,UCEg25rdRZXg32iwai6N6l0w,Tottenham Hotspur,17,"['Spurs', 'Tottenham Hotspur', '토트넘', '손흥민']",PT2M15S,hd,false,2908788,50135,0,0,2113
ltPzF_P7M5o,Manchester City v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 11/23/2024 | NBC Sports,Manchester City v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 11/23/2024 | NBC Sports,2024-11-23T20:02:08Z,UCqZQlzSHbVJrwrn5XvzrzcA,NBC Sports,17,"['premier league', 'premier league highlights', 'nbc sports', 'premier league live', 'epl highlights', 'english premier league', 'premier league 2024/25', 'pl highlights', 'premier league highlights today', 'premier league today', 'premier league 2024', 'PL', 'PL goals', 'Manchester City', 'Matchweek 12', 'Tottenham Hotspur', 'Manchester City highlights', 'Tottenham Hotspur highlights', 'Manchester City vs. Tottenham Hotspur', 'Manchester City vs. Tottenham Hotspur highlights', 'City vs. Spurs', 'James Maddison brace']",PT13M19S,hd,false,1188016,16541,0,0,1935
FnAGIceYIhA,Denver Broncos Highlights vs. Las Vegas Raiders | 2024 Regular Season Week 12,Denver Broncos Highlights vs. Las Vegas Raiders | 2024 Regular Season Week 12,2024-11-25T00:56:01Z,UCDGdBexlDZA8T7hnweWWyow,Denver Broncos,17,"['Denver Broncos', 'Denver Broncos vs. Las Vegas Raiders', 'nfl33', 'nfl33-highlights']",PT4M55S,hd,true,98251,1110,0,0,174
IcHYxUk2QIw,Alabama Crimson Tide vs. Oklahoma Sooners | Full Game Highlights | ESPN College Football,Alabama Crimson Tide vs. Oklahoma Sooners | Full Game Highlights | ESPN College Football,2024-11-24T04:03:54Z,UCzRWWsFjqHk1an4OnVPsl9g,ESPN College Football,17,"['college football espn', 'espn college football', 'college football', 'college football on espn', 'espn', 'cfb', 'college football 2024', 'cfbhighlights']",PT12M57S,hd,false,944605,9056,0,0,2965
qtJEARCasVY,i tried food from TEMU...,i tried food from TEMU...,2024-11-24T20:36:04Z,UC_UnVDztkvE1hw064XFTNSQ,BENOFTHEWEEK,25,"['benoftheweek', 'ben de almeida', 'FUNNY MUKBANG', 'temu', 'TEMU SNACK HAUL', 'SNACK HAUL', 'TEMU HAS SNACKS', 'SNACK REVIEW', 'TEMU REVIEW', '#Temu', '#TemuReview', 'temu banned']",PT14M17S,hd,false,950457,60014,0,0,5366
vzGCUIvOk_E,HIGHLIGHTS | Leganés 0-3 Real Madrid | LaLiga 2024/25,HIGHLIGHTS | Leganés 0-3 Real Madrid | LaLiga 2024/25,2024-11-24T21:56:44Z,UCWV3obpZVGgJ3j9FVhEjF2Q,Real Madrid,17,"['Real Madrid', 'Madrid', 'Real Madrid CF', 'Madridistas', 'Santiago Bernabéu', 'Bernabéu', 'Hala Madrid', 'Carlo Ancelotti', 'レアル・マドリード', 'ريال مدريد', '레알 마드리드', 'Leganés', 'Leganes', 'Leganés vs Real Madrid', 'Leganés Real Madrid', 'Mbappé', 'Kylian Mbappé', 'Bellingham', 'Jude Bellingham', 'Jude', 'Fede Valverde', 'Fede', 'Valverde', 'Goal', 'Gol', 'Goles', 'Goals', 'Butarque', 'Estadio municipal de Butarque', 'LaLiga', 'Liga', 'Liga Española', 'Arda Güler', 'Vini Jr.', 'Ancelotti', 'Brahim', 'Leganés 0-3 Real Madrid', 'Kylian', 'レガネス 3-0 レアル・マドリード', 'レガネス', 'エンバペ', 'フェデ', 'ベリンガム']",PT3M9S,hd,false,1436528,38023,0,0,1194
